timestamp, utilization.gpu [%], pstate, temperature.gpu, clocks.current.sm [MHz], power.draw [W]
2023/07/13 18:15:35.539, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.549, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.554, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.564, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.570, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.579, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.585, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.595, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.600, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.610, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.616, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.626, 100, P0, 35, 745, 103.18
