timestamp, utilization.gpu [%], pstate, temperature.gpu, clocks.current.sm [MHz], power.draw [W], power.draw.average [W], power.draw.instant [W]
2023/07/20 08:50:42.053, 100, P2, 67, 1665, 124.05, 124.05, 206.21
2023/07/20 08:50:42.059, 100, P2, 67, 1665, 124.05, 124.05, 206.21
2023/07/20 08:50:42.065, 100, P2, 67, 1665, 124.05, 124.05, 206.21
2023/07/20 08:50:42.072, 100, P2, 67, 1665, 124.05, 124.05, 206.21
2023/07/20 08:50:42.078, 100, P2, 67, 1665, 124.05, 124.05, 206.21
2023/07/20 08:50:42.085, 100, P2, 67, 1665, 124.05, 124.05, 206.21
2023/07/20 08:50:42.092, 100, P2, 67, 1665, 124.05, 124.05, 206.21
2023/07/20 08:50:42.099, 100, P2, 67, 1665, 124.05, 124.05, 206.21
2023/07/20 08:50:42.105, 100, P2, 67, 1665, 124.05, 124.05, 206.21
2023/07/20 08:50:42.112, 100, P2, 67, 1665, 124.05, 124.05, 206.21
2023/07/20 08:50:42.119, 100, P2, 67, 1665, 124.05, 124.05, 206.21
2023/07/20 08:50:42.125, 100, P2, 67, 1665, 124.05, 124.05, 206.21
2023/07/20 08:50:42.133, 100, P2, 67, 1665, 124.05, 124.05, 206.21
2023/07/20 08:50:42.139, 100, P2, 67, 1665, 124.05, 124.05, 206.21
2023/07/20 08:50:42.145, 100, P2, 67, 1665, 135.77, 135.77, 206.26
2023/07/20 08:50:42.153, 100, P2, 67, 1665, 135.77, 135.77, 206.26
2023/07/20 08:50:42.159, 100, P2, 67, 1665, 135.77, 135.77, 206.26
2023/07/20 08:50:42.165, 100, P2, 67, 1665, 135.77, 135.77, 206.26
2023/07/20 08:50:42.172, 100, P2, 67, 1665, 135.77, 135.77, 206.26
2023/07/20 08:50:42.179, 100, P2, 67, 1665, 135.77, 135.77, 206.26
2023/07/20 08:50:42.185, 100, P2, 67, 1665, 135.77, 135.77, 206.26
2023/07/20 08:50:42.192, 100, P2, 67, 1665, 135.77, 135.77, 206.26
2023/07/20 08:50:42.199, 100, P2, 67, 1665, 135.77, 135.77, 206.26
2023/07/20 08:50:42.205, 100, P2, 67, 1665, 135.77, 135.77, 206.26
2023/07/20 08:50:42.212, 100, P2, 67, 1665, 135.77, 135.77, 206.26
2023/07/20 08:50:42.219, 100, P2, 67, 1665, 135.77, 135.77, 206.26
2023/07/20 08:50:42.225, 100, P2, 67, 1665, 135.77, 135.77, 206.26
2023/07/20 08:50:42.232, 100, P2, 67, 1665, 135.77, 135.77, 206.26
2023/07/20 08:50:42.239, 100, P2, 67, 1665, 135.77, 135.77, 206.26
2023/07/20 08:50:42.245, 100, P2, 67, 1665, 147.55, 147.55, 206.80
2023/07/20 08:50:42.253, 100, P2, 67, 1665, 147.55, 147.55, 206.80
2023/07/20 08:50:42.259, 100, P2, 67, 1665, 147.55, 147.55, 206.80
2023/07/20 08:50:42.265, 100, P2, 67, 1665, 147.55, 147.55, 206.80
2023/07/20 08:50:42.272, 100, P2, 67, 1665, 147.55, 147.55, 206.80
2023/07/20 08:50:42.278, 100, P2, 67, 1665, 147.55, 147.55, 206.80
2023/07/20 08:50:42.284, 100, P2, 67, 1665, 147.55, 147.55, 206.80
2023/07/20 08:50:42.292, 100, P2, 67, 1665, 147.55, 147.55, 206.80
2023/07/20 08:50:42.323, 100, P2, 67, 1665, 147.55, 147.55, 206.80
2023/07/20 08:50:42.333, 100, P2, 68, 1665, 147.55, 147.55, 206.80
2023/07/20 08:50:42.339, 100, P2, 68, 1665, 147.55, 147.55, 206.80
2023/07/20 08:50:42.345, 100, P2, 68, 1665, 159.33, 159.33, 206.86
2023/07/20 08:50:42.353, 100, P2, 68, 1665, 159.33, 159.33, 206.86
2023/07/20 08:50:42.359, 100, P2, 68, 1665, 159.33, 159.33, 206.86
2023/07/20 08:50:42.365, 100, P2, 68, 1665, 159.33, 159.33, 206.86
2023/07/20 08:50:42.372, 100, P2, 68, 1665, 159.33, 159.33, 206.86
2023/07/20 08:50:42.378, 100, P2, 68, 1665, 159.33, 159.33, 206.86
2023/07/20 08:50:42.385, 100, P2, 68, 1665, 159.33, 159.33, 206.86
2023/07/20 08:50:42.392, 100, P2, 68, 1665, 159.33, 159.33, 206.86
2023/07/20 08:50:42.399, 100, P2, 68, 1665, 159.33, 159.33, 206.86
2023/07/20 08:50:42.405, 100, P2, 68, 1665, 159.33, 159.33, 206.86
2023/07/20 08:50:42.412, 100, P2, 68, 1665, 159.33, 159.33, 206.86
2023/07/20 08:50:42.418, 100, P2, 68, 1665, 159.33, 159.33, 206.86
2023/07/20 08:50:42.425, 100, P2, 68, 1665, 159.33, 159.33, 206.86
2023/07/20 08:50:42.433, 100, P2, 68, 1665, 159.33, 159.33, 206.86
2023/07/20 08:50:42.439, 100, P2, 68, 1665, 159.33, 159.33, 206.86
2023/07/20 08:50:42.445, 100, P2, 68, 1665, 171.13, 171.13, 207.03
2023/07/20 08:50:42.453, 100, P2, 68, 1665, 171.13, 171.13, 207.03
2023/07/20 08:50:42.459, 100, P2, 68, 1665, 171.13, 171.13, 207.03
2023/07/20 08:50:42.465, 100, P2, 68, 1665, 171.13, 171.13, 207.03
2023/07/20 08:50:42.472, 100, P2, 68, 1665, 171.13, 171.13, 207.03
2023/07/20 08:50:42.478, 100, P2, 68, 1665, 171.13, 171.13, 207.03
2023/07/20 08:50:42.484, 100, P2, 68, 1665, 171.13, 171.13, 207.03
2023/07/20 08:50:42.492, 100, P2, 68, 1665, 171.13, 171.13, 207.03
2023/07/20 08:50:42.498, 100, P2, 68, 1665, 171.13, 171.13, 207.03
2023/07/20 08:50:42.505, 100, P2, 68, 1665, 171.13, 171.13, 207.03
2023/07/20 08:50:42.512, 100, P2, 68, 1665, 171.13, 171.13, 207.03
2023/07/20 08:50:42.518, 100, P2, 68, 1665, 171.13, 171.13, 207.03
2023/07/20 08:50:42.525, 100, P2, 68, 1665, 171.13, 171.13, 207.03
2023/07/20 08:50:42.532, 100, P2, 68, 1665, 171.13, 171.13, 207.03
2023/07/20 08:50:42.539, 100, P2, 68, 1665, 171.13, 171.13, 207.03
2023/07/20 08:50:42.545, 100, P2, 68, 1665, 174.11, 174.11, 206.82
2023/07/20 08:50:42.553, 100, P2, 68, 1665, 174.11, 174.11, 206.82
2023/07/20 08:50:42.559, 100, P2, 68, 1665, 174.11, 174.11, 206.82
2023/07/20 08:50:42.565, 100, P2, 68, 1665, 174.11, 174.11, 206.82
2023/07/20 08:50:42.572, 100, P2, 68, 1665, 174.11, 174.11, 206.82
2023/07/20 08:50:42.578, 100, P2, 68, 1665, 174.11, 174.11, 206.82
2023/07/20 08:50:42.585, 100, P2, 68, 1665, 174.11, 174.11, 206.82
2023/07/20 08:50:42.592, 100, P2, 68, 1665, 174.11, 174.11, 206.82
2023/07/20 08:50:42.599, 100, P2, 68, 1665, 174.11, 174.11, 206.82
